molecule_chembl_id,canonical_smiles,standard_value,Bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,TPSA,standard_value_norm,pIC50_values
CHEMBL292323,COc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC)c4n3C)n(C)c12,100000,inactive,622.772,7.9912,2,8,86.52,100000,4
CHEMBL304414,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,100000,inactive,562.72,7.974,2,6,68.06,100000,4
CHEMBL62176,CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21,100000,inactive,282.368,3.1861,1,2,32.34,100000,4
CHEMBL62701,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccnc3n2C)c(C(=O)Nc2ccccc2)c2cccnc21,25000,inactive,564.696,6.764,2,8,93.84,25000,4.602059991
CHEMBL137617,C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,70,active,357.215,4.5448,2,5,74.56,70,7.15490196
CHEMBL153577,CC(=O)N(C)/N=N/c1ccc2ncnc(Nc3cccc(C)c3)c2c1,578,active,334.383,4.15882,1,6,82.84,578,6.238072162
CHEMBL152448,CN(CO)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,110,active,387.241,4.0162,2,6,86,110,6.958607315
CHEMBL137189,C/N=N/Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,200,active,292.346,4.09072,2,5,74.56,200,6.698970004
CHEMBL52765,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,40,active,315.174,3.7181,2,4,63.83,40,7.397940009
CHEMBL152922,CC(=O)OCN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,130,active,429.278,4.587,1,7,92.07,130,6.886056648
CHEMBL7917,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,100,active,315.76,4.044,1,5,56.27,100,7
CHEMBL7827,O=c1c(-c2cccc(Cl)c2)coc2cc(O)cc(O)c12,16000,inactive,288.686,3.5246,2,4,70.67,16000,4.795880017
CHEMBL440453,COc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1,11400,inactive,301.729,3.975,2,4,62.58,11400,4.943095149
CHEMBL7981,COc1cc(OC)c2c(=O)c(-c3cccc(Cl)c3)coc2c1,46200,inactive,316.74,4.1306,0,4,48.67,46200,4.335358024
CHEMBL7339,COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)coc2c1,45200,inactive,302.713,3.8276,1,4,59.67,45200,4.344861565
CHEMBL266995,Oc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1,10200,inactive,287.702,3.672,3,4,73.58,10200,4.991399828
CHEMBL66031,Brc1cccc(Nc2ncnc3cc4[nH]cnc4cc23)c1,46,active,340.184,4.0122,2,4,66.49,46,7.337242168
CHEMBL340520,COc1ccc(Cc2cn(Cc3ccc(OC)cc3)c(NC3=NC(=O)N(C)C3=O)n2)cc1,36900,inactive,433.468,2.9418,1,7,98.05,36900,4.432973634
CHEMBL339550,COc1ccc(Cc2cn(Cc3ccc(O)cc3)c(NC3=NC(=O)N(C)C3=O)n2)cc1,22700,inactive,419.441,2.6388,2,7,109.05,22700,4.643974143
CHEMBL339727,COc1ccc(Cc2nc(NC3=NC(=O)N(C)C3=O)n(C)c2Cc2ccc(O)cc2)cc1,11300,inactive,433.468,2.7183,2,7,109.05,11300,4.946921557
CHEMBL137829,O=C(NCCc1ccc(Cl)cc1)c1cc(NCc2cc(O)ccc2O)ccc1O,46000,inactive,412.873,4.0414,5,5,101.82,46000,4.337242168
CHEMBL138698,O=C(NCCc1ccccc1)c1cccc(NCc2cc(O)ccc2O)c1,500000,inactive,362.429,3.6824,4,4,81.59,500000,3.301029996
CHEMBL137924,O=C(NCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,10000,inactive,378.428,3.388,5,5,101.82,10000,5
CHEMBL440529,COc1ccc(CCNC(=O)c2cc(NCc3cc(O)ccc3O)ccc2O)cc1,100000,inactive,408.454,3.3966,5,6,111.05,100000,4
CHEMBL141271,O=C(NCCc1ccc(O)cc1)c1cc(NCc2cc(O)ccc2O)ccc1O,300000,inactive,394.427,3.0936,6,6,122.05,300000,3.522878745
CHEMBL422643,O=C(NCCCc1ccccc1)c1ccc(NCc2cc(O)ccc2O)cc1,33000,inactive,376.456,4.0725,4,4,81.59,33000,4.48148606
CHEMBL138340,CCCCCCCCCCCCNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,35000,inactive,442.6,6.0662,5,5,101.82,35000,4.455931956
CHEMBL122397,CCCCCCNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,14000,inactive,358.438,3.7256,5,5,101.82,14000,4.853871964
CHEMBL344614,O=C(NCCc1ccccc1)c1ccc(NCc2cc(O)ccc2O)cc1,200000,inactive,362.429,3.6824,4,4,81.59,200000,3.698970004
CHEMBL137897,O=C(NCCc1ccccn1)c1cc(NCc2cc(O)ccc2O)ccc1O,15000,inactive,379.416,2.783,5,6,114.71,15000,4.823908741
CHEMBL341946,O=C(NCCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,1000,active,392.455,3.7781,5,5,101.82,1000,6
CHEMBL137828,O=C(NCCc1ccc(Br)cc1)c1cc(NCc2cc(O)ccc2O)ccc1O,35000,inactive,457.324,4.1505,5,5,101.82,35000,4.455931956
CHEMBL139833,O=C(NCCN1CCOCC1)c1cc(NCc2cc(O)ccc2O)ccc1O,50000,inactive,387.436,1.4775,5,7,114.29,50000,4.301029996
CHEMBL343071,O=C(NCc1ccccc1)c1ccc(NCc2cc(O)ccc2O)cc1,100000,inactive,348.402,3.6399,4,4,81.59,100000,4
CHEMBL178945,CN(C)CCCn1nc(C2=C(c3cn(-c4cccs4)c4ccccc34)C(=O)NC2=O)c2ccccc21,10000,inactive,495.608,4.5606,1,7,72.16,10000,5
CHEMBL368416,CN(C)CCCn1nc(C2=C(c3cn(-c4cccnc4)c4ccccc34)C(=O)NC2=O)c2ccccc21,10000,inactive,490.567,3.8941,1,7,85.05,10000,5
CHEMBL368895,CN(C)CCCn1nc(C2=C(c3cn(-c4ccc5ccccc5c4)c4ccccc34)C(=O)NC2=O)c2ccccc21,10000,inactive,539.639,5.6523,1,6,72.16,10000,5
CHEMBL360304,CN(C)CCCn1nc(C2=C(c3cn(-c4cccc5ccccc45)c4ccccc34)C(=O)NC2=O)c2ccccc21,10000,inactive,539.639,5.6523,1,6,72.16,10000,5
CHEMBL359486,CN(C)CCCn1nc(C2=C(c3cn(-c4cnc5ccccc5c4)c4ccccc34)C(=O)NC2=O)c2ccccc21,10000,inactive,540.627,5.0473,1,7,85.05,10000,5
CHEMBL426587,CN(C)CCCn1nc(C2=C(c3cn(-c4csc5ccccc45)c4ccccc34)C(=O)NC2=O)c2ccccc21,10000,inactive,545.668,5.7138,1,7,72.16,10000,5
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,10000,inactive,466.541,4.354,2,6,69.45,10000,5
CHEMBL103552,O=C(O)c1cc(N(Cc2ccccc2O)Cc2cc(O)ccc2O)ccc1O,0.0044,active,381.384,3.414,5,6,121.46,0.0044,11.35654732
CHEMBL485258,O=C(O)c1cc(N(Cc2ccccc2O)Cc2ccccc2O)ccc1O,0.49,active,365.385,3.7084,4,5,101.23,0.49,9.30980392
CHEMBL47986,O=CN/C=C/c1cc(O)ccc1O,0.2,active,179.175,0.8145,3,3,69.56,0.2,9.698970004
CHEMBL483830,O=C(O)c1cc(N(Cc2cc(O)ccc2O)Cc2cc(O)ccc2O)ccc1O,0.011,active,397.383,3.1196,6,7,141.69,0.011,10.95860731
CHEMBL483831,O=C(O)c1ccc(O)c(N(Cc2ccccc2O)Cc2cc(O)ccc2O)c1,0.17,active,381.384,3.414,5,6,121.46,0.17,9.769551079
CHEMBL520491,O=C(O)c1cc(/N=C\c2cc(O)ccc2O)ccc1O,0.76,active,273.244,2.2522,4,5,110.35,0.76,9.119186408
CHEMBL319620,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,0.012,active,275.26,2.1137,5,5,110.02,0.012,10.92081875
CHEMBL243186,O=Cc1cc(O)ccc1O,33,active,138.122,0.9103,2,3,57.53,33,7.48148606
CHEMBL704,Nc1ccc(O)c(C(=O)O)c1,2.7,active,153.137,0.6726,3,3,83.55,2.7,8.568636236
CHEMBL242963,Nc1cc(C(=O)O)ccc1O,100,active,153.137,0.6726,3,3,83.55,100,7
CHEMBL4537790,Cc1cc2cc(n1)-c1cnn(C)c1OCCC[C@@H](C)CN1/C(=N/C2=O)Nc2ccc(CN3CCN(C)CC3)cc21,190,active,542.688,3.77492,1,9,91.12,190,6.721246399
CHEMBL4525935,Cn1cc(-c2cc(C(=O)/N=c3\[nH]c4ccccc4n3CC(C)(C)O)ccn2)cn1,5100,active,390.447,2.2769,2,6,101.09,5100,5.292429824
CHEMBL4550104,Cc1cc2cc(n1)-c1cnn(C)c1OCCCCCN1/C(=N/C2=O)Nc2ccccc21,2300,inactive,416.485,3.78152,1,7,84.64,2300,5.638272164
CHEMBL4562138,Cc1cc2cc(n1)-c1cnn(C)c1OCCC[C@@H](C)CN1/C(=N/C2=O)Nc2ccccc21,1100,active,430.512,4.02752,1,7,84.64,1100,5.958607315
CHEMBL4519157,O=C1/N=C2\Nc3ccccc3N2CCCCCOc2ccccc2-c2cc1ccn2,1300,active,398.466,4.7396,1,5,66.82,1300,5.886056648
CHEMBL4532034,COc1ccncc1-c1cc(C(=O)/N=c2\[nH]c3ccccc3n2CC(C)(C)O)ccn1,700,active,417.469,2.947,2,6,105.39,700,6.15490196
CHEMBL5438568,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)/C=C/n1cc(F)c(=O)[nH]c1=O,158.49,active,501.833,3.2399,2,9,128.2,158.49,6.799998135
CHEMBL5440872,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)/C=C/CN1CCCCC1,7.943,inactive,470.932,5.122,1,7,76.58,7.943,8.100015437
CHEMBL5429059,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/n1cc(F)c(=O)[nH]c1=O,50.12,inactive,500.849,3.273,3,8,131,50.12,7.299988938
CHEMBL2110732,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,19.95,inactive,469.948,5.1551,2,6,79.38,19.95,7.7000571
CHEMBL4555578,O=C(Nc1ccccc1)NC1CCCC1,199526.23,inactive,204.273,2.7507,2,1,41.13,199526.23,3.700000003
CHEMBL5411401,O=C(Nc1ccccn1)NC1CCCC1,398107.17,inactive,205.261,2.1457,2,2,54.02,398107.17,3.400000001
CHEMBL5439330,CN(C(=O)NC1CCCC1)c1ccccc1,100000,inactive,218.3,2.775,1,1,32.34,100000,4
CHEMBL5425333,CN(C(=O)NC1CCCC1)c1ccccn1,1000000,inactive,219.288,2.17,1,2,45.23,1000000,3
CHEMBL5401602,CN(C(=O)Nc1ccccc1)C1CCCC1,1000000,inactive,218.3,3.0929,1,1,32.34,1000000,3
CHEMBL5411911,CN(C(=O)N(C)C1CCCC1)c1ccccc1,125892.54,inactive,232.327,3.1172,0,1,23.55,125892.54,3.900000004
CHEMBL5420832,CN(C(=O)N(C)C1CCCC1)c1ccccn1,1000000,active,233.315,2.5122,0,2,36.44,1000000,3
CHEMBL5424516,COc1cc2ncnc(NCc3ccc(NC(=O)C(c4ccccc4)N4Cc5ccccc5C4=O)cc3)c2cc1OCCCN1CCOCC1,1450,active,672.786,5.6874,2,9,118.15,1450,5.838631998
CHEMBL4284413,O=C(Nc1nccs1)C(c1ccccc1)N1Cc2ccccc2C1=O,10000,inactive,349.415,3.4789,1,4,62.3,10000,5
CHEMBL5202214,C=CC(=O)N1CC[C@H](n2c(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)C1,10,inactive,523.645,4.0247,2,9,94.45,10,8
CHEMBL5185820,C=CC(=O)N1CCC[C@H](n2c(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)C1,21,inactive,537.672,4.4148,2,9,94.45,21,7.677780705
CHEMBL5181560,COc1cc(N2CCN(CC(=O)NCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)c(NC(=O)/C(C#N)=C/C2CC2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,10000,active,1146.433,7.6157,6,16,252.07,10000,5
CHEMBL5201463,COc1cc(N2CCN(CC(=O)NCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)c(NC(=O)/C(C#N)=C/c2ccncc2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,10000,inactive,1183.454,7.7579,6,17,264.96,10000,5
CHEMBL5176927,COc1cc(N2CCN(C)CC2)c(NC(=O)/C(C#N)=C/C(C)(C)NC(=O)CCCCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,10000,inactive,1134.422,7.6141,6,16,252.07,10000,5
CHEMBL5202759,COc1cc(N(C)CCN(C)C)c(NC(=O)/C(C#N)=C/C(C)(C)NC(=O)CCCCCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,857,inactive,1150.465,8.2502,6,16,252.07,857,6.067019178
CHEMBL113081,c1ccc(-c2nc3c(-c4nc5ccccc5o4)cccc3o2)cc1,100000,inactive,312.328,5.303,0,4,52.06,100000,4
CHEMBL323957,Oc1ccccc1-c1nc2c(-c3nc4ccccc4o3)cccc2o1,20000,inactive,328.327,5.0086,1,5,72.29,20000,4.698970004
CHEMBL324426,COC(=O)c1cccc2oc(-c3cccc4oc(-c5ccccc5)nc34)nc12,38000,inactive,370.364,5.0896,0,6,78.36,38000,4.420216403
CHEMBL111574,COC(=O)c1cccc2oc(-c3cccc4oc(-c5ccccc5O)nc34)nc12,32000,inactive,386.363,4.7952,1,7,98.59,32000,4.494850022
CHEMBL1628076,Cc1c2cnccc2c(C)c2c1c1ccccc1n2CC(=O)NCCCCCCNC(=O)C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,200000,inactive,714.951,8.13544,4,6,116.48,200000,3.698970004
CHEMBL1627911,Cc1c2c(c(C)c3c1[nH]c1ccccc13)CN(C(=O)NCCCCCCNC(=O)C[C@]1(O)CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@@]31C)C=C2,24100,inactive,702.94,8.49354,5,4,117.69,24100,4.617982957
CHEMBL1627914,Cc1c2ccncc2c(C)c2c1[nH]c1ccc(C(=O)NCCCCCCNC(=O)C[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@@]43C)cc12,200000,inactive,700.924,8.27564,5,5,127.34,200000,3.698970004
CHEMBL381410,O=C1Oc2ccc(O)cc2/C1=C\c1ccccc1,400000,inactive,238.242,2.8518,1,3,46.53,400000,3.397940009
CHEMBL426092,O=C1Oc2ccc(O)cc2/C1=C\c1ccc(O)cc1,400000,inactive,254.241,2.5574,2,4,66.76,400000,3.397940009
CHEMBL195195,O=C1Oc2ccc(O)cc2/C1=C\c1ccc(O)c(O)c1,240000,inactive,270.24,2.263,3,5,86.99,240000,3.619788758
CHEMBL372661,O=C1Oc2ccc(O)cc2/C1=C\c1cc(O)c(O)c(O)c1,120000,inactive,286.239,1.9686,4,6,107.22,120000,3.920818754
CHEMBL191658,COc1ccc(/C=C2/C(=O)Oc3ccccc32)cc1,400000,inactive,252.269,3.1548,0,3,35.53,400000,3.397940009
CHEMBL381195,COc1ccc(/C=C2/C(=O)Oc3ccccc32)cc1O,400000,inactive,268.268,2.8604,1,4,55.76,400000,3.397940009
CHEMBL372372,COc1cc(/C=C2/C(=O)Oc3ccccc32)ccc1O,351000,inactive,268.268,2.8604,1,4,55.76,351000,3.454692884
CHEMBL370969,O=C1Oc2ccccc2/C1=C\c1ccc([N+](=O)[O-])cc1,400000,inactive,267.24,3.0544,0,4,69.44,400000,3.397940009
CHEMBL364033,O=C1Oc2ccccc2/C1=C\c1ccc(F)cc1,400000,inactive,240.233,3.2853,0,2,26.3,400000,3.397940009
CHEMBL193628,CCOC(=O)Cc1ccc(/C=C2/C(=O)Oc3ccccc32)cc1,400000,inactive,308.333,3.2518,0,4,52.6,400000,3.397940009
CHEMBL195416,O=C1Oc2cc(O)ccc2/C1=C\c1ccc(O)cc1,400000,inactive,254.241,2.5574,2,4,66.76,400000,3.397940009
CHEMBL191804,O=C1Oc2ccccc2/C1=C\c1ccccc1,400000,inactive,222.243,3.1462,0,2,26.3,400000,3.397940009
CHEMBL197216,O=C1Oc2ccccc2/C1=C\c1cc(O)c(O)c(O)c1,63000,inactive,270.24,2.263,3,5,86.99,63000,4.200659451
CHEMBL194829,O=C1Oc2ccccc2/C1=C\c1cccc(O)c1,400000,inactive,238.242,2.8518,1,3,46.53,400000,3.397940009
CHEMBL371047,O=C1Oc2ccccc2/C1=C\c1ccc(O)cc1,327000,inactive,238.242,2.8518,1,3,46.53,327000,3.485452247
CHEMBL195143,O=C1Oc2ccccc2/C1=C\c1ccc(O)c(O)c1,272000,inactive,254.241,2.5574,2,4,66.76,272000,3.565431096
CHEMBL406537,NCCc1c(C(c2[nH]c3cc(Br)ccc3c2CCNC(=O)C(F)(F)F)c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)[nH]c2cc(Br)ccc12,19000,inactive,841.548,8.2683,4,5,125.77,19000,4.721246399
CHEMBL257249,NCCc1c(C2(c3c[nH]c4ccccc34)NCCc3c2[nH]c2ccccc32)[nH]c2ccccc12,100000,inactive,445.57,5.0693,5,2,85.42,100000,4
CHEMBL123,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,3300,inactive,246.313,4.48614,1,1,28.68,3300,5.48148606
CHEMBL44657,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,92900,inactive,588.562,1.3386,3,13,160.83,92900,4.031984286
CHEMBL261294,CC(C)Cn1nc2c(n1)C(=O)c1cnncc1C2=O,19400,inactive,257.253,0.4995,0,7,90.63,19400,4.71219827
CHEMBL261341,CC(C)Cn1nnc2c1C(=O)c1cnncc1C2=O,29800,inactive,257.253,0.4995,0,7,90.63,29800,4.525783736
CHEMBL261342,CC(C)n1nc2c(n1)C(=O)c1cnncc1C2=O,54500,inactive,243.226,0.4244,0,7,90.63,54500,4.263603498
CHEMBL260224,CC(C)n1nnc2c1C(=O)c1cnncc1C2=O,33300,inactive,243.226,0.4244,0,7,90.63,33300,4.477555766
CHEMBL260223,CCCCn1nc2c(n1)C(=O)c1cnncc1C2=O,64800,inactive,257.253,0.6436,0,7,90.63,64800,4.188424994
CHEMBL260541,CCCCn1nnc2c1C(=O)c1cnncc1C2=O,43200,inactive,257.253,0.6436,0,7,90.63,43200,4.364516253
CHEMBL261330,CCCn1nc2c(n1)C(=O)c1cnncc1C2=O,44400,inactive,243.226,0.2535,0,7,90.63,44400,4.35261703
CHEMBL258925,CCCn1nnc2c1C(=O)c1cnncc1C2=O,49000,inactive,243.226,0.2535,0,7,90.63,49000,4.30980392
CHEMBL261876,CCn1nc2c(n1)C(=O)c1cnncc1C2=O,61500,inactive,229.199,-0.1366,0,7,90.63,61500,4.211124884
CHEMBL406853,CCn1nnc2c1C(=O)c1cnncc1C2=O,55600,inactive,229.199,-0.1366,0,7,90.63,55600,4.254925208
CHEMBL259989,Cn1nc2c(n1)C(=O)c1cnncc1C2=O,55600,inactive,215.172,-0.6195,0,7,90.63,55600,4.254925208
CHEMBL259990,O=C1c2cnncc2C(=O)c2[nH]nnc21,52800,inactive,201.145,-0.6299,1,6,101.49,52800,4.277366077
CHEMBL259225,COc1ccc(Cn2nnc3c2C(=O)c2cnncc2C3=O)cc1,28600,inactive,321.296,0.9004,0,8,99.86,28600,4.543633967
CHEMBL525784,C=C(C)[C@@H]1CC[C@]2(C(=O)OC)CC[C@]3(CO)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,8900,inactive,486.737,6.1503,2,4,66.76,8900,5.050609993
CHEMBL275665,CC(C(C)N1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,13900,inactive,282.3,-2.3198,2,6,98.82,13900,4.8569852
CHEMBL491188,CC1(C)CC[C@]2(C)C[C@H](O)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,17500,inactive,442.728,7.1397,2,2,40.46,17500,4.756961951
CHEMBL23236,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,38600,inactive,442.728,6.9972,2,2,40.46,38600,4.413412695
CHEMBL289191,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,10400,inactive,426.729,8.0248,1,1,20.23,10400,4.982966661
CHEMBL489552,CC1(C)CC[C@]2(C)C[C@H](O)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,38700,inactive,458.727,6.1121,3,3,60.69,38700,4.412289035
CHEMBL489551,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,200000,inactive,442.728,7.1413,2,2,40.46,200000,3.698970004
CHEMBL518106,C=C(C)[C@@H]1CC=C2[C@@H](CC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4C[C@@H](C)C(=O)O4)CC[C@@]23C)[C@@]1(C)CCC(=O)OC,75700,inactive,484.721,7.2787,0,4,52.6,75700,4.12090412
CHEMBL462848,C=C(C)[C@@H]1CC=C2[C@@H](CC[C@]3(C)[C@@H]([C@H](C)C[C@H](O)C[C@@H](C)CO)CC[C@@]23C)[C@@]1(C)CCCO,50400,inactive,460.743,6.5258,3,3,60.69,50400,4.297569464
CHEMBL462847,C=C(C)[C@@H]1CC=C2[C@@H](CC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4C[C@@H](C)C(=O)O4)CC[C@@]23C)[C@@]1(C)CCC(=O)O,42600,active,470.694,7.1903,1,3,63.6,42600,4.370590401
CHEMBL505529,C=C1NC(=O)C(C)C(CCC(C)C(=O)/C=C/C(C)=C/CC(C)CCCCCCC)OC(=O)[C@H](CC(OS(=O)(=O)O)C(N)=O)NC(=O)[C@@H](C)CNC1=O,4000,inactive,754.944,3.3529,5,10,237.36,4000,5.397940009
CHEMBL203666,NCCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13,4600,inactive,411.462,1.0015,6,9,145.66,4600,5.337242168
CHEMBL511712,CN(CCO)CCn1nc2c3c(cccc31)C(=O)c1c(Cl)cccc1-2,7200,inactive,355.825,2.8252,1,5,58.36,7200,5.142667504
CHEMBL505580,CN(CCOC(=O)CCCCCC(=O)OCCN(C)CCn1nc2c3c(cccc31)C(=O)C1C(Cl)=CC=CC21)CCn1nc2c3c(cccc31)C(=O)c1c(Cl)cccc1-2,33000,inactive,837.805,7.4401,0,12,128.86,33000,4.48148606
CHEMBL2448070,CN(CCOC(=O)CCCCC(=O)OCCN(C)CCn1nc2c3c(cccc31)C(=O)c1c(Cl)cccc1-2)CCn1nc2c3c(cccc31)C(=O)c1c(Cl)cccc1-2.Cl.Cl,8400,inactive,821.762,7.3262,0,12,128.86,8400,5.075720714
CHEMBL451123,CN(CCOC(=O)CCCC(=O)OCCN(C)CCn1nc2c3c(cccc31)C(=O)c1c(Cl)cccc1-2)CCn1nc2c3c(cccc31)C(=O)c1c(Cl)cccc1-2,32000,inactive,807.735,6.9361,0,12,128.86,32000,4.494850022
CHEMBL506257,CN(CCOC(=O)CCC(=O)OCCN(C)CCn1nc2c3c(cccc31)C(=O)c1c(Cl)cccc1-2)CCn1nc2c3c(cccc31)C(=O)c1c(Cl)cccc1-2,50000,active,793.708,6.546,0,12,128.86,50000,4.301029996
CHEMBL465251,C[C@@]1(C(=O)O)CC[C@]2(C)CC[C@]3(C)C4=CC(=O)c5c(cc(O)c(O)c5C(=O)O)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,17600,active,496.6,5.6739,4,5,132.13,17600,4.754487332
CHEMBL499847,O=c1ccc2c(ccc3ccoc32)o1,404000,active,186.166,2.5392,0,3,43.35,404000,3.393618635
CHEMBL471281,COc1ccc2c(c1)-c1c3c(cc4ccnc(c14)C2=O)OCO3,25,active,305.289,3.1835,0,5,57.65,25,7.602059991
CHEMBL499126,O=C1c2ccc(O)cc2-c2c3c(cc4ccnc1c24)OCO3,12.5,active,291.262,2.8805,1,5,68.65,12.5,7.903089987
CHEMBL442828,O=C1N/C=C/c2cc(Br)c(c(Br)c2)Oc2cc(cc(Br)c2O)CCNC(=O)/C(=N/O)Cc2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)C/C1=N\O,2,active,1017.114,8.6997,6,10,182.3,2,8.698970004
CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,11.9,active,318.237,1.6936,6,8,151.59,11.9,7.924453039
CHEMBL28626,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,40.8,active,302.238,1.988,5,7,131.36,40.8,7.389339837
CHEMBL31574,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,8.2,active,286.239,2.2824,4,6,111.13,8.2,8.086186148
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,6.9,active,302.238,1.988,5,7,131.36,6.9,8.161150909
CHEMBL45068,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,46.1,inactive,274.272,2.3245,4,5,97.99,46.1,7.336299075
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,30,inactive,270.24,2.5768,3,5,90.9,30,7.522878745
CHEMBL239156,O=c1c(-c2ccc(O)cc2)coc2cc(O)c(O)cc12,43.7,inactive,270.24,2.5768,3,5,90.9,43.7,7.359518563
CHEMBL269800,CSc1nc2c(Nc3cccc(Cl)c3)c3ccccc3nc2s1,21200,inactive,357.891,5.9634,1,5,37.81,21200,4.673664139
CHEMBL270218,CSc1nc2c(Nc3ccc(Cl)cc3)c3ccccc3nc2s1,20490,inactive,357.891,5.9634,1,5,37.81,20490,4.688458042
CHEMBL271063,CNc1cccc(Nc2c3ccccc3nc3sc(SC)nc23)c1,12270,inactive,352.488,5.3517,2,6,49.84,12270,4.911155437
